@relation 'admission_stats-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2,13'

@attribute famincome numeric
@attribute SATCRDG numeric
@attribute SATMATH numeric
@attribute SATWRTG numeric
@attribute SATTotal numeric
@attribute HSGPA numeric
@attribute ACTRead numeric
@attribute ACTMath numeric
@attribute ACTEngWrit numeric
@attribute APIScore numeric
@attribute HSGPAunweighted numeric
@attribute Firststyrunitsforgpa numeric
@attribute Firststyeartotcumunits numeric
@attribute Firstyrcumgpa {0,1,2,3,4}

@data
0.21,0.839286,0.732143,0.816667,0.813333,0.643939,0.057413,0.055889,0.054853,0.666667,0.629464,0.526316,0.542484,1
0.098,0.553571,0.482143,0.666667,0.553333,0.753788,0.74712,0.348412,0.634985,0.666667,0.888393,0.526316,0.281046,1
0.13,0.464286,0.482143,0.65,0.513333,0.693182,0.057413,0.055889,0.054853,0.888889,0.75,0.526316,0.333333,1
0.045,0.607143,0.571429,0.566667,0.566667,0.833333,0.566492,0.565608,0.561982,1,0.870536,0.552632,0.607843,1
0.028,0.589286,0.625,0.45,0.533333,0.689394,0.566492,0.638006,0.525481,0.777778,0.736607,0.513158,0.437908,1
0.035,0.375,0.767857,0.483333,0.52,0.753788,0.057413,0.055889,0.054853,1,0.799107,0.394737,0.281046,1
0.2,0.678571,0.535714,0.833333,0.686667,0.715909,0.057413,0.055889,0.054853,0.777778,0.665179,0.552632,0.346405,1
0.094542,0.428571,0.767857,0.65,0.606667,0.761364,0.313613,0.710405,0.561982,0.555556,0.78125,0.526316,0.519608,1
0.094542,0.660714,0.767857,0.783333,0.746667,0.810606,0.057413,0.055889,0.054853,0.542892,0.915179,0.552632,0.372549,1
0.05,0.5,0.5,0.55,0.493333,0.829545,0.638743,0.601807,0.561982,0.222222,0.866071,0.526316,0.333333,1
0.0192,0.25,0.839286,0.283333,0.42,0.829545,0.057413,0.055889,0.054853,0,0.977679,0.434211,0.339869,1
0.094542,0.607143,0.714286,0.733333,0.686667,0.69697,0.530366,0.855203,0.707988,1,0.678571,0.513158,0.405229,1
0.600001,0.821429,0.642857,0.683333,0.72,0.647727,0.891623,0.674206,0.598484,0.888889,0.723214,0.605263,0.503268,1
0.15,0.625,0.535714,0.65,0.593333,0.799242,0.566492,0.565608,0.634985,0.888889,0.90625,0.565789,0.313725,1
0.104,0.410714,0.714286,0.566667,0.546667,0.666667,0.057413,0.055889,0.054853,0.542892,0.642857,0.605263,0.398693,1
0.044486,0.490448,0.518448,0.531311,0.489179,0.882576,0.819372,0.782804,0.634985,1,0.915179,0.592105,0.496732,1
0.235,0.660714,0.714286,0.65,0.673333,0.810606,0.057413,0.055889,0.054853,1,0.794643,0.565789,0.627451,1
0.275,0.767857,0.535714,0.666667,0.653333,0.674242,0.783246,0.601807,0.74449,0.888889,0.642857,0.526316,0.464052,1
0.08,0.446429,0.928571,0.683333,0.686667,0.731061,0.057413,0.055889,0.054853,0.542892,0.741071,0.447368,0.470588,1
0.275112,0.490448,0.518448,0.531311,0.489179,0.674242,0.494241,0.674206,0.780991,1,0.683036,0.526316,0.385621,1
0.1392,1,0.821429,0.816667,0.906667,0.674242,0.783246,0.710405,0.634985,1,0.642857,0.578947,0.51634,1
0.215177,1,0.892857,0.95,0.986667,0.708333,0.057413,0.055889,0.054853,1,0.754464,0.657895,0.411765,1
0.127,0.553571,0.589286,0.616667,0.573333,0.780303,0.42199,0.42081,0.561982,0.333333,0.790179,0.486842,0.398693,1
0.075,0.803571,0.732143,0.816667,0.8,0.727273,0.057413,0.055889,0.054853,0.666667,0.732143,0.552632,0.346405,1
0.15,0.625,0.928571,0.8,0.8,0.731061,0.057413,0.055889,0.054853,1,0.705357,0.552632,0.490196,1
0.018,0.285714,0.321429,0.35,0.266667,0.829545,0.057413,0.055889,0.054853,0,0.857143,0.486842,0.261438,1
0.085,0.75,0.660714,0.633333,0.68,0.753788,0.638743,0.819003,0.780991,1,0.776786,0.526316,0.385621,1
0.085,0.410714,0.482143,0.5,0.433333,0.708333,0.566492,0.565608,0.342973,0.777778,0.714286,0.460526,0.281046,1
0.078,0.464286,0.642857,0.6,0.553333,0.723276,0.057413,0.055889,0.054853,0.542892,0.749549,0.526316,0.281046,1
0.2,0.232143,1,0.616667,0.606667,0.723276,0.057413,0.055889,0.054853,0.542892,0.749549,0.328947,0.300654,1
0.02,0.232143,0.392857,0.25,0.233333,0.784091,0.057413,0.055889,0.054853,0.111111,0.776786,0.421053,0.196078,1
0.094542,0.821429,0.714286,0.666667,0.74,0.628788,0.057413,0.055889,0.054853,0.542892,0.602679,0.552632,0.398693,1
0.13,0.714286,0.642857,0.6,0.646667,0.897727,0.891623,0.601807,0.561982,0.888889,0.897321,0.486842,0.529412,1
0.015384,0.490448,0.518448,0.531311,0.489179,0.795455,0.530366,0.312212,0.598484,0.111111,0.9375,0.460526,0.281046,1
0.039999,0.490448,0.518448,0.531311,0.489179,0.704545,0.674869,0.384611,0.561982,0.555556,0.683036,0.460526,0.382353,1
0.16,0.839286,0.982143,0.783333,0.893333,0.973485,0.819372,0.927601,0.74449,0.888889,1,0.460526,0.686275,1
0.3,0.732143,0.892857,0.716667,0.793333,0.579545,0.057413,0.055889,0.054853,1,0.665179,0.592105,0.392157,1
0.078,0.490448,0.518448,0.531311,0.489179,0.94697,0.74712,0.601807,0.817493,1,0.977679,0.539474,0.51634,1
0.025612,0.428571,0.232143,0.5,0.346667,0.727273,0.057413,0.055889,0.054853,0.777778,0.767857,0.460526,0.535948,1
0.034869,0.660714,0.678571,0.75,0.7,0.738636,0.602618,0.638006,0.707988,0.777778,0.741071,0.592105,0.444444,1
0.009787,0.267857,0.375,0.3,0.26,0.640152,0.057413,0.055889,0.054853,0.111111,0.607143,0.394737,0.460784,1
0,0.767857,0.732143,0.766667,0.766667,0.575758,0.057413,0.055889,0.054853,0.888889,0.607143,0.526316,0.464052,1
0.500001,0.535714,0.607143,0.6,0.566667,0.810606,0.566492,0.601807,0.707988,0.542892,0.821429,0.552632,0.477124,1
0.008,0.285714,0.357143,0.3,0.26,0.628788,0.057413,0.055889,0.054853,0.444444,0.741071,0.5,0.267974,1
0.121,0.75,0.714286,0.7,0.726667,0.689394,0.057413,0.055889,0.054853,0.777778,0.665179,0.592105,0.418301,1
0.116,0.589286,0.75,0.45,0.58,0.829545,0.057413,0.055889,0.054853,0.666667,0.816964,0.526316,0.346405,1
0.037,0.482143,0.714286,0.683333,0.62,0.621212,0.057413,0.055889,0.054853,0.777778,0.553571,0.394737,0.51634,1
0.02,0.607143,0.785714,0.766667,0.726667,0.727273,0.057413,0.055889,0.054853,1,0.691964,0.578947,0.647059,1
0.1,0.490448,0.518448,0.531311,0.489179,0.943182,0.710995,0.782804,0.780991,0.555556,0.959821,0.565789,0.431373,1
0.1,0.607143,0.482143,0.666667,0.573333,0.715909,0.057413,0.055889,0.054853,0.777778,0.803571,0.460526,0.281046,1
0.2,0.892857,0.732143,0.883333,0.86,0.787879,0.927749,0.674206,0.634985,0.555556,0.785714,0.526316,0.385621,1
0.2,0.553571,0.607143,0.75,0.633333,0.848485,0.057413,0.055889,0.054853,0.888889,1,0.5,0.267974,1
0.06046,0.767857,0.785714,0.8,0.8,0.939394,0.057413,0.055889,0.054853,0.777778,0.964286,0.684211,0.676471,1
0.094542,0.625,0.660714,0.583333,0.613333,0.799242,0.057413,0.055889,0.054853,0.555556,0.830357,0.552632,0.529412,1
0.05,0.490448,0.518448,0.531311,0.489179,0.909091,0.783246,0.638006,0.707988,0.555556,1,0.486842,0.392157,1
0.051897,0.803571,0.839286,0.8,0.833333,0.810606,0.057413,0.055889,0.054853,1,0.821429,0.460526,0.385621,1
0.09,0.607143,0.696429,0.433333,0.56,0.587121,0.057413,0.055889,0.054853,0.777778,0.571429,0.460526,0.385621,1
0.06,0.678571,0.589286,0.733333,0.666667,0.723276,0.057413,0.055889,0.054853,0.777778,0.749549,0.460526,0.385621,1
0.123,0.875,1,0.783333,0.913333,0.886364,0.057413,0.055889,0.054853,0.444444,0.982143,0.671053,0.957516,1
0.045325,0.696429,0.392857,0.75,0.606667,0.681818,0.638743,0.348412,0.671487,0.777778,0.6875,0.592105,0.405229,1
0.117,0.392857,0.446429,0.5,0.413333,0.723276,0.349738,0.529408,0.671487,0.666667,0.749549,0.578947,0.444444,1
0.13,0.696429,0.714286,0.733333,0.72,0.719697,0.057413,0.055889,0.054853,0.888889,0.848214,0.565789,0.379085,1
0.056,0.464286,0.464286,0.433333,0.42,0.791667,0.458115,0.45701,0.488979,0.222222,0.754464,0.526316,0.480392,1
0.24,0.625,0.571429,0.65,0.606667,0.704545,0.057413,0.055889,0.054853,0.542892,0.754464,0.578947,0.30719,1
0.033,0.535714,0.375,0.516667,0.446667,0.719697,0.566492,0.348412,0.488979,0.111111,0.678571,0.394737,0.271242,1
0.022,0.214286,0.642857,0.483333,0.413333,0.734848,0.057413,0.055889,0.054853,0.444444,0.821429,0.394737,0.333333,1
0.225,0.490448,0.518448,0.531311,0.489179,0.772727,0.783246,0.638006,0.817493,0.542892,0.879464,0.460526,0.333333,1
0.103545,0.482143,0.660714,0.6,0.566667,0.924242,0.602618,0.710405,0.488979,0.888889,0.955357,0.526316,0.281046,1
0.055,0.607143,0.535714,0.583333,0.56,0.810606,0.783246,0.746604,0.598484,0.333333,0.875,0.552632,0.398693,1
0.128,0.535714,0.553571,0.5,0.506667,0.746212,0.42199,0.529408,0.525481,0.777778,0.714286,0.526316,0.415033,1
0.034,0.553571,0.642857,0.633333,0.6,0.727273,0.602618,0.674206,0.671487,0.542892,0.785714,0.526316,0.30719,1
0.02617,0.571429,0.464286,0.683333,0.56,0.753788,0.458115,0.493209,0.634985,0.777778,0.736607,0.526316,0.281046,1
0.0216,0.553571,0.464286,0.55,0.5,0.719697,0.057413,0.055889,0.054853,0.333333,0.700893,0.539474,0.418301,1
0.15954,0.803571,0.732143,0.783333,0.786667,0.875,0.057413,0.055889,0.054853,0.542892,0.928571,0.565789,0.379085,1
0.07509,0.553571,0.625,0.55,0.56,0.621212,0.277487,0.529408,0.379475,0.777778,0.651786,0.539474,0.287582,1
0.02,0.446429,0.678571,0.7,0.6,0.640152,0.057413,0.055889,0.054853,0.666667,0.683036,0.355263,0.352941,1
0.05,0.490448,0.518448,0.531311,0.489179,0.719697,0.819372,0.746604,0.488979,1,0.700893,0.486842,0.601307,1
0.061085,0.321429,0.392857,0.316667,0.293333,0.674242,0.057413,0.055889,0.054853,0.333333,0.642857,0.460526,0.267974,1
0.014916,0.678571,0.553571,0.583333,0.593333,0.57197,0.057413,0.055889,0.054853,0.666667,0.633929,0.526316,0.359477,1
0.0205,0.339286,0.446429,0.5,0.393333,0.931818,0.638743,0.348412,0.379475,0,0.9375,0.526316,0.513072,1
0.048,0.490448,0.518448,0.531311,0.489179,0.829545,0.241361,0.312212,0.379475,0.777778,0.933036,0.460526,0.297386,1
0.2,0.732143,0.732143,0.75,0.746667,0.723485,0.891623,0.746604,0.817493,1,0.790179,0.578947,0.490196,1
0.048,0.678571,0.553571,0.533333,0.573333,0.882576,0.783246,0.601807,0.634985,0.777778,0.955357,0.526316,0.385621,1
0.055,0.625,0.607143,0.716667,0.646667,0.761364,0.530366,0.674206,0.671487,0.444444,0.732143,0.578947,0.51634,1
0.18,0.892857,0.892857,0.716667,0.853333,0.674242,0.963874,0.819003,0.707988,1,0.642857,0.565789,0.411765,1
0.088,0.607143,0.857143,0.8,0.766667,0.799242,0.057413,0.055889,0.054853,1,0.830357,0.526316,0.333333,1
0.1,0.75,0.857143,0.766667,0.806667,0.924242,0.057413,0.055889,0.054853,0.888889,0.910714,0.526316,0.490196,1
0.35,0.490448,0.518448,0.531311,0.489179,0.719697,0.783246,0.782804,0.707988,0.542892,0.848214,0.578947,0.333333,1
0.02,0.490448,0.518448,0.531311,0.489179,0.674242,0.530366,0.384611,0.452478,0,0.633929,0.552632,0.313725,1
0.15,0.75,0.767857,0.683333,0.74,0.659091,0.819372,0.927601,0.598484,0.666667,0.691964,0.513158,0.352941,1
0.068873,0.660714,0.607143,0.55,0.593333,0.583333,0.74712,0.601807,0.561982,0.542892,0.642857,0.513158,0.411765,1
0.003,0.5,0.553571,0.716667,0.58,0.791667,0.458115,0.674206,0.671487,0.333333,0.754464,0.552632,0.385621,1
0.12,0.571429,0.571429,0.516667,0.533333,0.810606,0.057413,0.055889,0.054853,0.333333,0.875,0.526316,0.333333,1
0.015,0.464286,0.75,0.533333,0.566667,0.700758,0.566492,0.565608,0.488979,0,0.65625,0.460526,0.281046,1
0.045,0.767857,0.625,0.916667,0.786667,0.734848,0.057413,0.055889,0.054853,1,0.75,0.526316,0.411765,1
0.14,0.678571,0.696429,0.666667,0.68,0.776515,0.057413,0.055889,0.054853,0.777778,0.691964,0.460526,0.352941,1
0.06,0.428571,0.589286,0.416667,0.446667,0.708333,0.057413,0.055889,0.054853,0.777778,0.674107,0.565789,0.326797,1
0.14475,0.607143,0.589286,0.666667,0.613333,0.640152,0.057413,0.055889,0.054853,0.888889,0.620536,0.486842,0.392157,1
0.0144,0.375,0.357143,0.3,0.293333,0.640152,0.16911,0.384611,0.26997,0.333333,0.633929,0.328947,0.215686,1
0.13,0.535714,0.535714,0.6,0.54,0.761364,0.385864,0.565608,0.525481,0.888889,0.816964,0.526316,0.411765,1
0.045539,0.446429,0.285714,0.466667,0.36,0.829545,0.057413,0.055889,0.054853,0.111111,0.897321,0.526316,0.385621,1
0.18,0.535714,0.767857,0.65,0.646667,0.863636,0.057413,0.055889,0.054853,0.222222,0.857143,0.526316,0.437908,1
0.095,0.767857,0.660714,0.583333,0.666667,0.715909,0.710995,0.601807,0.707988,0.542892,0.754464,0.513158,0.30719,1
0.07,0.589286,0.607143,0.733333,0.64,0.727273,0.057413,0.055889,0.054853,0.888889,0.732143,0.421053,0.339869,1
0.013308,0.5,0.517857,0.516667,0.486667,0.69697,0.057413,0.055889,0.054853,0.444444,0.642857,0.552632,0.372549,1
0.049,0.678571,0.678571,0.916667,0.773333,0.666667,0.057413,0.055889,0.054853,0.666667,0.616071,0.526316,0.359477,1
0.08016,0.535714,0.553571,0.6,0.546667,0.772727,0.057413,0.055889,0.054853,0.555556,0.84375,0.565789,0.431373,1
0.035464,0.571429,0.571429,0.65,0.586667,0.939394,0.566492,0.384611,0.598484,0.542892,0.964286,0.407895,0.398693,1
0.0336,0.607143,0.428571,0.633333,0.54,0.742424,0.819372,0.384611,0.598484,0.555556,0.875,0.460526,0.281046,1
0.094542,0.75,0.785714,0.65,0.733333,0.704545,0.927749,0.746604,0.74449,0.542892,0.75,0.565789,0.418301,1
0.091,0.732143,0.875,0.583333,0.733333,0.772727,0.057413,0.055889,0.054853,0.777778,0.732143,0.578947,0.30719,1
0.11,0.660714,0.785714,0.466667,0.626667,0.814394,0.057413,0.055889,0.054853,0.888889,0.848214,0.578947,0.490196,1
0.17,0.714286,0.946429,0.716667,0.806667,0.712121,0.057413,0.055889,0.054853,1,0.696429,0.565789,0.470588,1
0.274302,0.642857,0.714286,0.816667,0.733333,0.674242,0.057413,0.055889,0.054853,1,0.794643,0.5,0.352941,1
0.037,0.839286,0.767857,0.883333,0.853333,0.935606,0.057413,0.055889,0.054853,0.777778,0.955357,0.828947,0.754902,1
0.14,0.678571,0.642857,0.8,0.713333,0.810606,0.057413,0.055889,0.054853,0.666667,0.794643,0.552632,0.398693,1
0.45,0.75,0.982143,0.8,0.866667,0.829545,0.057413,0.055889,0.054853,0.888889,0.830357,0.526316,0.411765,1
0.08295,0.589286,0.535714,0.616667,0.566667,0.784091,0.602618,0.638006,0.561982,0.555556,0.821429,0.5,0.385621,1
0.036,0.607143,0.714286,0.633333,0.646667,0.795455,0.057413,0.055889,0.054853,0.666667,0.857143,0.578947,0.437908,1
0.021,0.517857,0.392857,0.633333,0.493333,0.916667,0.530366,0.529408,0.561982,0.777778,0.915179,0.552632,0.477124,1
0.06,0.607143,0.482143,0.583333,0.54,0.659091,0.057413,0.055889,0.054853,0.542892,0.776786,0.526316,0.359477,1
0.011107,0.285714,0.285714,0.483333,0.306667,0.882576,0.057413,0.055889,0.054853,0.222222,1,0.526316,0.385621,1
0.001245,0.490448,0.518448,0.531311,0.489179,0.659091,0.057413,0.055889,0.054853,0.111111,0.651786,0.460526,0.333333,1
0.13,0.75,0.696429,0.583333,0.673333,0.848485,0.057413,0.055889,0.054853,1,0.870536,0.486842,0.477124,1
0.750001,0.553571,0.696429,0.55,0.586667,0.905303,0.674869,0.601807,0.054853,0.444444,0.964286,0.460526,0.385621,1
0.162309,0.490448,0.518448,0.531311,0.489179,0.761364,0.783246,0.601807,0.671487,0.542892,0.776786,0.578947,0.437908,1
0.166401,0.660714,0.589286,0.7,0.646667,0.859848,0.566492,0.674206,0.598484,0.555556,0.888393,0.578947,0.470588,1
0.03,0.535714,0.660714,0.6,0.586667,0.799242,0.494241,0.674206,0.671487,0.666667,0.866071,0.552632,0.346405,1
0.4,0.660714,1,0.733333,0.813333,0.916667,0.057413,0.055889,0.054853,0.542892,0.915179,0.605263,0.398693,1
0.0408,0.5,0.482143,0.6,0.506667,0.734848,0.494241,0.493209,0.707988,0.222222,0.776786,0.460526,0.359477,1
0.1,0.678571,0.535714,0.55,0.573333,0.530303,0.057413,0.055889,0.054853,0.542892,0.625,0.460526,0.248366,1
0.0239,0.339286,0.428571,0.516667,0.393333,0.776515,0.057413,0.055889,0.054853,0.777778,0.794643,0.552632,0.372549,1
0.25,0.660714,0.75,0.6,0.666667,0.806818,0.783246,0.674206,0.561982,0.111111,0.763393,0.552632,0.787582,1
0.2,0.607143,0.803571,0.566667,0.653333,0.693182,0.74712,0.782804,0.634985,1,0.691964,0.552632,0.346405,1
0.1,0.490448,0.518448,0.531311,0.489179,0.719697,0.674869,0.638006,0.561982,0.542892,0.816964,0.552632,0.320261,1
0.078,0.678571,0.875,0.666667,0.746667,0.69697,0.057413,0.055889,0.054853,0.666667,0.642857,0.539474,0.496732,1
0.04,0.5,0.678571,0.55,0.56,0.628788,0.057413,0.055889,0.054853,0.111111,0.65625,0.5,0.326797,1
0.152549,0.75,0.75,0.816667,0.786667,0.757576,0.566492,0.782804,0.561982,0.888889,0.785714,0.552632,0.398693,1
0.025,0.767857,0.642857,0.85,0.766667,0.772727,0.057413,0.055889,0.054853,1,0.821429,0.486842,0.470588,1
0.25,0.490448,0.518448,0.531311,0.489179,0.719697,0.349738,0.601807,0.488979,0.333333,0.736607,0.460526,0.281046,1
0.190783,0.589286,0.607143,0.7,0.626667,0.719697,0.057413,0.055889,0.054853,0.555556,0.678571,0.526316,0.437908,1
0.25,0.625,0.660714,0.483333,0.573333,0.795455,0.74712,0.674206,0.561982,0.555556,0.897321,0.460526,0.359477,1
0.012,0.392857,0.732143,0.616667,0.566667,0.689394,0.385864,0.927601,0.488979,0.777778,0.8125,0.578947,0.457516,1
0.094542,0.517857,0.392857,0.533333,0.453333,0.859848,0.057413,0.055889,0.054853,0.444444,0.919643,0.381579,0.326797,1
0.01,0.642857,0.785714,0.566667,0.66,0.916667,0.891623,0.927601,0.853994,0.666667,1,0.552632,0.346405,1
0.16,0.660714,0.678571,0.683333,0.673333,0.799242,0.057413,0.055889,0.054853,0.777778,0.90625,0.460526,0.385621,1
0.18,0.517857,0.642857,0.566667,0.56,0.795455,0.057413,0.055889,0.054853,1,0.857143,0.578947,0.51634,1
0.09,0.553571,0.553571,0.65,0.573333,0.784091,0.057413,0.055889,0.054853,0.666667,0.888393,0.526316,0.333333,1
0.02,0.553571,0.517857,0.6,0.54,0.742424,0.057413,0.055889,0.054853,0.777778,0.714286,0.526316,0.464052,1
0.05,0.785714,0.625,0.733333,0.72,0.659091,0.057413,0.055889,0.054853,0.777778,0.736607,0.486842,0.339869,1
0.134543,0.464286,0.678571,0.5,0.526667,0.863636,0.674869,0.601807,0.525481,0.777778,0.977679,0.552632,0.346405,1
0.025,0.535714,0.464286,0.616667,0.52,0.814394,0.057413,0.055889,0.054853,0.888889,0.848214,0.526316,0.372549,1
0.045,0.535714,0.678571,0.666667,0.62,0.689394,0.057413,0.055889,0.054853,0.777778,0.736607,0.526316,0.30719,1
0.118,0.803571,0.821429,0.833333,0.84,0.791667,0.057413,0.055889,0.054853,0.888889,0.821429,0.578947,0.598039,1
0.0012,0.607143,0.535714,0.666667,0.593333,0.590909,0.057413,0.055889,0.054853,0.333333,0.566964,0.552632,0.45098,1
0.094542,0.535714,0.714286,0.733333,0.66,0.594697,0.057413,0.055889,0.054853,0.542892,0.571429,0.526316,0.30719,1
0.24,0.357143,0.589286,0.45,0.433333,0.640152,0.057413,0.055889,0.054853,0.333333,0.683036,0.552632,0.326797,1
0.08,0.75,0.732143,0.916667,0.82,0.761364,0.057413,0.055889,0.054853,1,0.78125,0.605263,0.578431,1
0.094542,0.5,0.678571,0.65,0.6,0.674242,0.057413,0.055889,0.054853,1,0.736607,0.526316,0.281046,1
0.021,0.696429,0.821429,0.683333,0.74,0.704545,0.057413,0.055889,0.054853,1,0.71875,0.605263,0.526144,1
0.015,0.678571,0.678571,0.45,0.586667,0.621212,0.057413,0.055889,0.054853,0.333333,0.6875,0.526316,0.411765,1
0.24,0.410714,0.714286,0.633333,0.573333,0.742424,0.057413,0.055889,0.054853,1,0.794643,0.513158,0.379085,1
0.095,0.482143,0.642857,0.416667,0.486667,0.731061,0.057413,0.055889,0.054853,1,0.723214,0.605263,0.431373,1
0,0.553571,0.589286,0.733333,0.62,0.765152,0.057413,0.055889,0.054853,0.542892,0.84375,0.526316,0.333333,1
0.185,0.892857,0.678571,0.8,0.806667,0.568182,0.057413,0.055889,0.054853,0.542892,0.553571,0.526316,0.477124,1
0.130801,1,0.571429,0.816667,0.813333,0.931818,0.057413,0.055889,0.054853,0.888889,0.946429,0.486842,0.560458,1
0.1,0.5,0.607143,0.383333,0.466667,0.659091,0.057413,0.055889,0.054853,0.666667,0.642857,0.513158,0.352941,1
0.009,0.482143,0.25,0.516667,0.38,0.761364,0.057413,0.055889,0.054853,0.444444,0.816964,0.394737,0.431373,1
0.08,0.321429,1,0.383333,0.546667,0.640152,0.057413,0.055889,0.054853,0.542892,0.683036,0.328947,0.522876,1
0.013298,0.321429,0.071429,0.433333,0.22,0.621212,0.42199,0.276013,0.26997,0.777778,0.553571,0.328947,0.215686,1
0.065,0.732143,0.607143,0.733333,0.693333,0.94697,0.783246,0.746604,0.780991,0.222222,1,0.578947,0.539216,1
0.094542,0.267857,0.517857,0.416667,0.36,0.814394,0.16911,0.45701,0.379475,0,0.861607,0.394737,0.339869,1
0.022,0.285714,0.196429,0.35,0.22,0.454545,0.057413,0.055889,0.054853,0,0.464286,0.486842,0.281046,1
0.02654,0.178571,0,0.3,0.086667,0.742424,0.057413,0.055889,0.054853,0.222222,0.794643,0.328947,0.248366,1
0.035,0.607143,0.75,0.666667,0.673333,0.742424,0.349738,0.674206,0.525481,0.888889,0.754464,0.578947,0.385621,1
0.012,0.339286,0.375,0.566667,0.393333,0.643939,0.458115,0.42081,0.415976,0.542892,0.620536,0.486842,0.313725,1
0.16,0.625,0.714286,0.6,0.64,0.859848,0.783246,0.710405,0.598484,0.888889,0.888393,0.407895,0.313725,1
0.3,0.928571,0.928571,0.7,0.873333,0.712121,0.057413,0.055889,0.054853,0.777778,0.696429,0.578947,0.748366,1
0.01432,0.375,0.357143,0.483333,0.366667,0.791667,0.057413,0.055889,0.054853,0.333333,0.84375,0.526316,0.385621,1
0.1,0.589286,0.535714,0.516667,0.526667,0.772727,0.638743,0.45701,0.525481,0.222222,0.732143,0.526316,0.333333,1
0.094542,0.339286,0.285714,0.55,0.353333,0.731061,0.385864,0.45701,0.488979,0.542892,0.861607,0.460526,0.281046,1
0.094542,0.178571,0.607143,0.466667,0.38,0.522727,0.057413,0.055889,0.054853,0.542892,0.584821,0.5,0.267974,1
0.175,0.732143,0.553571,0.7,0.66,0.765152,0.783246,0.348412,0.780991,1,0.861607,0.421053,0.339869,1
0.03,0.267857,0.392857,0.316667,0.273333,0.715909,0.057413,0.055889,0.054853,0.777778,0.6875,0.460526,0.392157,1
0.015,0.714286,0.875,0.666667,0.76,0.666667,0.819372,0.891402,0.598484,1,0.629464,0.526316,0.313725,1
0.500001,0.490448,0.518448,0.531311,0.489179,0.787879,0.927749,0.782804,0.890496,1,0.790179,0.539474,0.470588,1
0.085,0.678571,0.5,0.716667,0.626667,0.57197,0.057413,0.055889,0.054853,0.542892,0.674107,0.526316,0.281046,1
0.1,0.490448,0.518448,0.531311,0.489179,0.746212,0.710995,0.710405,0.634985,1,0.808036,0.460526,0.248366,1
0.012533,0.678571,0.642857,0.716667,0.68,0.882576,0.057413,0.055889,0.054853,0.666667,0.875,0.526316,0.281046,1
0.2,0.660714,0.678571,0.65,0.66,0.780303,0.602618,0.601807,0.525481,0.542892,0.892857,0.526316,0.359477,1
0.125,0.490448,0.518448,0.531311,0.489179,0.863636,0.057413,0.055889,0.054853,0.888889,0.866071,0.526316,0.45098,1
0.096,0.767857,0.517857,0.716667,0.666667,0.787879,0.057413,0.055889,0.054853,0.666667,0.785714,0.526316,0.581699,1
0.0415,0.571429,0.803571,0.766667,0.72,0.69697,0.057413,0.055889,0.054853,1,0.669643,0.526316,0.48366,1
0.022,0.490448,0.518448,0.531311,0.489179,0.787879,0.638743,0.601807,0.525481,0.888889,0.785714,0.578947,0.490196,1
0.09662,0.642857,0.803571,0.683333,0.713333,0.901515,0.057413,0.055889,0.054853,0.542892,0.892857,0.605263,0.372549,1
0.085,0.490448,0.518448,0.531311,0.489179,0.742424,0.566492,0.674206,0.525481,0.888889,0.839286,0.447368,0.385621,1
0.0417,0.482143,0.428571,0.466667,0.426667,0.693182,0.057413,0.055889,0.054853,0.777778,0.776786,0.552632,0.320261,1
0.125,0.732143,0.696429,0.866667,0.78,0.761364,0.057413,0.055889,0.054853,0.777778,0.767857,0.552632,0.581699,1
0.05,0.321429,0.375,0.5,0.36,0.734848,0.057413,0.055889,0.054853,0.222222,0.830357,0.460526,0.372549,1
0.0126,0.446429,0.357143,0.45,0.38,0.537879,0.458115,0.45701,0.452478,0.111111,0.59375,0.421053,0.281046,1
0.018,0.607143,0.5,0.616667,0.56,0.469697,0.74712,0.638006,0.707988,1,0.508929,0.5,0.398693,1
0.25,0.785714,0.607143,0.75,0.72,0.829545,0.855497,0.638006,0.853994,0.777778,0.799107,0.513158,0.542484,1
0.2,0.839286,0.946429,0.933333,0.94,0.708333,0.057413,0.055889,0.054853,0.555556,0.674107,0.565789,0.535948,1
0.154,0.535714,0.678571,0.683333,0.626667,0.69697,0.057413,0.055889,0.054853,1,0.727679,0.513158,0.411765,1
0.04,0.714286,0.375,0.566667,0.533333,0.863636,0.057413,0.055889,0.054853,0.111111,0.866071,0.578947,0.51634,1
0.039,0.785714,0.732143,0.633333,0.72,0.848485,0.674869,0.674206,0.488979,0.777778,0.959821,0.526316,0.333333,1
0.25,0.410714,0.857143,0.533333,0.586667,0.799242,0.458115,0.927601,0.561982,0.888889,0.794643,0.578947,0.614379,1
0.045,0.535714,0.553571,0.666667,0.573333,0.856061,0.057413,0.055889,0.054853,0.333333,0.919643,0.526316,0.434641,1
0.185,0.490448,0.518448,0.531311,0.489179,0.583333,0.927749,0.601807,0.671487,0.542892,0.6875,0.526316,0.333333,1
0.0015,0.553571,0.125,0.516667,0.36,0.503788,0.057413,0.055889,0.054853,0.111111,0.508929,0.526316,0.385621,1
0.16,0.839286,0.821429,0.933333,0.893333,0.659091,0.057413,0.055889,0.054853,0.222222,0.638393,0.434211,0.653595,1
0.05076,0.571429,0.589286,0.633333,0.586667,0.780303,0.057413,0.055889,0.054853,0.542892,0.790179,0.552632,0.477124,1
